filename,xmin,ymin,xmax,ymax,confidence
1_000012_jpg.rf.aac571464759b6acae1baf3b8b44b2ed.jpg,405.8947525024414,92.8384017944336,423.6107406616211,124.6874771118164,0.6840476393699646
1_000012_jpg.rf.aac571464759b6acae1baf3b8b44b2ed.jpg,463.5774688720703,205.92431640625,483.4490509033203,238.06818389892578,0.6523380875587463
1_000012_jpg.rf.aac571464759b6acae1baf3b8b44b2ed.jpg,211.92990112304688,329.68218994140625,230.0929183959961,366.0767707824707,0.6038405895233154
1_000012_jpg.rf.aac571464759b6acae1baf3b8b44b2ed.jpg,184.58142,28.193977,205.2088,64.92618,0.5363522171974182
1_000012_jpg.rf.aac571464759b6acae1baf3b8b44b2ed.jpg,433.40224838256836,264.0447082519531,450.6527099609375,294.4730682373047,0.48126572370529175
1_000012_jpg.rf.aac571464759b6acae1baf3b8b44b2ed.jpg,494.28765869140625,468.19412994384766,509.0974884033203,487.24559020996094,0.4810345768928528
1_000012_jpg.rf.aac571464759b6acae1baf3b8b44b2ed.jpg,432.0779342651367,351.36199951171875,442.8500518798828,369.0410041809082,0.4766417145729065
1_000012_jpg.rf.aac571464759b6acae1baf3b8b44b2ed.jpg,450.88004302978516,454.7301940917969,465.9913024902344,481.85960388183594,0.42909759283065796
1_000012_jpg.rf.aac571464759b6acae1baf3b8b44b2ed.jpg,447.955623626709,46.99650955200195,458.66439056396484,70.59889221191406,0.4007205069065094
1_000012_jpg.rf.aac571464759b6acae1baf3b8b44b2ed.jpg,412.8355712890625,250.12310028076172,424.2079620361328,271.0664291381836,0.39897894859313965
1_000012_jpg.rf.aac571464759b6acae1baf3b8b44b2ed.jpg,549.97412109375,79.0298080444336,569.0690460205078,105.8499755859375,0.3864375650882721
1_000012_jpg.rf.aac571464759b6acae1baf3b8b44b2ed.jpg,597.8799896240234,65.77398681640625,616.9246063232422,96.12841796875,0.36490926146507263
1_000012_jpg.rf.aac571464759b6acae1baf3b8b44b2ed.jpg,554.2334594726562,349.8209686279297,568.0542602539062,372.2314758300781,0.34537604451179504
